id,chunk,start,end
5901,"ent rhizomelia fig. 41.10. intelligence is normal. bow legs, waddling gait, short and stubbyfingers of nearly same size, large head with prominent forehead, and depressed bridge of nose, hypoplasia of the maxilla with relative mandibular prognathism,dental malocclusion with anterior open bite and lumbar gibbus which is replaced in the second year 3 5pediatric orthopedics 715 perthes disease is an osteochondritis secondary to a selflimiting avascular necrosis avn of the head of the femur and causing painful limp in children aged 510 years.",2407923,2408467
5902,"d causing painful limp in children aged 510 years. major differential diagnosis is tuberculosisof the hip joint though bilateral disease needs to be differentiated from congenital hypothyroidism, sickle cell anemia, mucopolysaccharidosis and multipleepiphyseal dysplasia. orthopedic treatment is osteotomy femoral or innominate for improvement of containment of head in acetabulum. limb length discrepancy etiology table 41.2 lists the imporant causes of limb usually leg length discrepancy.",2408417,2408908
5903,"ant causes of limb usually leg length discrepancy. table 41.2: leading causes of limb usually leg length discrepancy congenital developmental dysplasia of the hip, hemiatrophy hemihypertrophy, congenital skeletal limb deficiency phoco melia, coxa vara developmental perthes diseaseneuromuscular poliomyelitis, hemiplegic cerebral palsy infections acute pyogenic osteomyelitis trauma premature epiphyseal closure following physical injury, malunion of fracture with gross overlapping, angulation and shortening, overgrowth evaluation determination of bone age is important for a relatively accurate assessment of remaining growth of the affected limb.",2408858,2409508
5904,"sessment of remaining growth of the affected limb. the ultimate discrepancy at maturitycan be determined from scanographic and bone age data employing one of the growth remaining tables , the most widely used being moseley straight line graph. in addition, radiographic evaluation using orthoro entgenogram, scanogram and ct scan can be done.by a lumbar lordosis, recurrent otitis media, conductive hearing loss, sleep apnea and sids are other common associations.",2409458,2409922
5905,"leep apnea and sids are other common associations. the thickness of the bones and presence of irregular epiphyseal ends in xray is a characteristic feature ofachondroplasia. complications include hydrocephalus, advanced bowing of legs, severe lumbar kyphosis or lordosiscervical or lumbar spinal cord compression. physiotherapy and bracing in early childhood may ameliorate severe deformities of spine. severe progressive leg bowing may be corrected by osteotomies in preadolescence or adolescence.",2409872,2410370
5906,"d by osteotomies in preadolescence or adolescence. pseudoachondroplasia this condition is a spondylometaepiphyseal dysplasiaand has 4 types. it has a striking peripheral similarity to achondroplasia, a spondylometaphyseal dysplasia. osteopetrosis marble bone disease this familial disease is characterized by excessive deposition of calcium in the medullary cavity of thebones which are weak and brittle.",2410320,2410724
5907,"ary cavity of thebones which are weak and brittle. at least, nine formsare recognized, the most prominent being:  osteopetrosis with precocious manifestations  osteopetrosis with renal tubular acidosis osteopetrosis tarda albersschoenberg disease pyknodysostosis  dysosteosclerosis infantile cortical hyperostosis caffey disease. clinical manifestations include myelopathic anemia, hepatosplenomegaly, lymphadenopathy, dwarfism, impaired vision and hearing, and bonyfractures and deformities.",2410674,2411166
5908,"on and hearing, and bonyfractures and deformities. diagnosis is confirmed by radiology which shows remarkably increased density of the skeleton withvertical striations of long bones and transverse bandsin shafts, and soft tissue opacities due to calcification.this radiologic picture needs to be differentiated fromthat seen in fluorosis, lead poisoning and idiopathic hypercalcemia. no specific treatment is indicated. yet, prognosis is fairly good.",2411116,2411566
5909,"tment is indicated. yet, prognosis is fairly good. osteochondritis the term refers to a group of noninfective and noninflammatory bony lesions in which a vasculardisturbance in epiphyses or ossifying centers appears to be the likely cause table 41.1.table 41.1: important osteochondritis osteochondritis bone involved perthes disease upper femoral epiphysis johannesonlarsen disease patella osgoodschlatter disease tibial tubercle scheuermann disease vertebral bodies kienboch disease lunate sever disease calcaneum kohler disease tarsal navicular 5716 the short textbook of pediatrics treatment a shortening between 1 cm to 2.5 cm needs compen satory shoes with raised heel and sole.",2411516,2412200
5910,"eds compen satory shoes with raised heel and sole. for a shortening exceeding 15 cm, an extension prosthesis is the choice. in cases with a shorteningvarying between 3 cm and 15 cm, surgical equalization by osteotomy and distraction is today preferred overperiosteal stripping which has much less predictability. child abuse and neglect can refer chapter 42 miscellaneous and unclassifiedissues.",2412150,2412545
5911,"r chapter 42 miscellaneous and unclassifiedissues. infectionsinflammations of bones and joints acute septic pyogenic arthritis etiopathogenesis it may result from a host of pathogens. staph. aureus the most predominant, streptococcus, pneumococcus, gonococcus, meningococcus, e. coli and h. influenzae or as a part of acute infectious disease such assepticemia, enteric fever, pneumonia or influenza.",2412495,2412895
5912,"septicemia, enteric fever, pneumonia or influenza. route of entry of pathogens may be hematogenous from a primary focus, an infection in the joint per seespecially in case of intraarticular metaphysis as inhip and shoulder joints or a puncture wound. clinical features joints involved in order of frequency are knee, hip, elbow and shoulder. usual presenting features are painful swollen joint with marked restriction ofmovements of the limb which is held in a position of flexion.",2412845,2413326
5913,"f the limb which is held in a position of flexion. diagnosis in the early stage, xray of the affected joint may be normal or show a soft tissue swelling and increase in the joint space compared to the corresponding other joint. in later stage, there is definite diminution in joint space, destruction of cartilage, new bone formation and, finally, full bony ankylosis.",2413276,2413644
